market,propertyName,city,country,contactRole,email,phone,website,sourceUrl,verificationStatus
UK,Your Stay Bristol Beaufort House,Bristol,United Kingdom,Reservations,reservations@yourstaybristol.co.uk,+44 117 973 3046,https://www.yourstaybristol.co.uk,https://www.yourstaybristol.co.uk/contact,verified
UK,Your Stay Bristol Hamilton Court,Bristol,United Kingdom,Property,reservations@yourstaybristol.co.uk,+44 117 973 3046,https://www.yourstaybristol.co.uk,https://www.yourstaybristol.co.uk/contact,verified
UK,Your Stay Bristol Orchard Gate,Bristol,United Kingdom,Property,reservations@yourstaybristol.co.uk,+44 117 973 3046,https://www.yourstaybristol.co.uk,https://www.yourstaybristol.co.uk/contact,verified
UK,The Lygon Arms,Broadway,United Kingdom,Property,spa.reservations@lygonarmshotel.co.uk,,https://www.iconichotelsresorts.com,https://www.lygonarmshotel.co.uk/contact/,verified
UK,The Lygon Arms,Broadway,United Kingdom,Reservations,reservations@lygonarmshotel.co.uk,,https://www.iconichotelsresorts.com,https://www.lygonarmshotel.co.uk/contact/,verified
UK,The Lygon Arms,Broadway,United Kingdom,Sales,events@lygonarmshotel.co.uk,,https://www.iconichotelsresorts.com,https://www.lygonarmshotel.co.uk/contact/,verified
UK,THE PIG in the New Forest,Brockenhurst,United Kingdom,Property,reservations@thepighotel.com,0345 225 9494,https://www.thepighotel.com/brockenhurst/,https://www.thepighotel.com/contact-us/,verified
UK,Forest Pines Hotel,Broughton,United Kingdom,Property,forestpineshotelspagolfresort@theqhotelscollection.co.uk,,https://www.forestpineshotel.co.uk,https://www.forestpineshotel.co.uk/,verified
UK,Forest Pines Hotel,Broughton,United Kingdom,Sales,events@forestpineshotel.co.uk,,https://www.forestpineshotel.co.uk,https://www.forestpineshotel.co.uk/,verified
UK,The Cambridge Belfry,Cambourne,United Kingdom,Property,cambridgebelfryhotelspa@theqhotelscollection.co.uk,,https://www.thecambridgebelfry.co.uk,https://www.thecambridgebelfry.co.uk/,verified
UK,The Cambridge Belfry,Cambourne,United Kingdom,Sales,events@thecambridgebelfry.co.uk,,https://www.thecambridgebelfry.co.uk,https://www.thecambridgebelfry.co.uk/,verified
UK,Hotel du Vin Cambridge,Cambridge,United Kingdom,Decision maker,groupsdesk@hotelduvin.com,+44 1223 928 991,https://www.hotelduvin.com,https://www.hotelduvin.com/contact-us/,verified
UK,Hotel du Vin Cambridge,Cambridge,United Kingdom,Property,info.cambridge@hotelduvin.com,+44 1223 928 991,https://www.hotelduvin.com,https://www.hotelduvin.com/contact-us/,verified
UK,Locke at Turing Locke,Cambridge,United Kingdom,Property,askturing@lockeliving.com,,https://www.lockeliving.com,https://www.lockeliving.com/en/contact,verified
UK,Turing Locke,Cambridge,United Kingdom,Decision maker,askturing@lockeliving.com,+44 1223 618861,https://www.lockeliving.com,https://www.lockeliving.com/en/help/property-information/how-do-i-contact-locke-hotels,verified
UK,ABode Canterbury,Canterbury,United Kingdom,Property,info@abodecanterbury.co.uk,01227 766 266,https://abodecanterbury.co.uk,https://www.abodehotels.co.uk/contact,verified
UK,House of Agnes,Canterbury,United Kingdom,Property,info@houseofagnes.co.uk,+44 1227 472185,https://www.houseofagnes.co.uk,https://www.houseofagnes.co.uk/,verified
UK,THE PIG at Bridge Place,Canterbury,United Kingdom,Property,reservations@thepighotel.com,0345 225 9494,https://www.thepighotel.com/at-bridge-place/,https://www.thepighotel.com/contact-us/,verified
UK,The Falstaff Hotel,Canterbury,United Kingdom,Property,stay@thefalstaffincanterbury.com,,https://www.thefalstaffincanterbury.com,https://www.thefalstaffincanterbury.com/contact,verified
UK,Aaron Wise Serviced Apartments Cardiff,Cardiff,United Kingdom,Decision maker,info@aaronwise.co.uk,+44 29 2078 2782,https://aaronwise.co.uk,https://aaronwise.co.uk/hotel-room/deluxe-one-bedroom-apartment/,verified
UK,Continental Haven Cardiff,Cardiff,United Kingdom,Decision maker,info@continentalhaven.co.uk,+44 7823 590135,https://continentalhaven.co.uk,https://continentalhaven.co.uk/terms-conditions/,verified
UK,Leonardo Hotel Cardiff,Cardiff,United Kingdom,Property,cardiff@leonardohotels.com,,https://www.leonardo-hotels.com,https://www.leonardo-hotels.com/cardiff/leonardo-hotel-cardiff/faq,verified
UK,Park Lane Aparthotel (Urban Space Cardiff),Cardiff,United Kingdom,Decision maker,info@theurbanspace.co.uk,,https://theurbanspace.co.uk,https://theurbanspace.co.uk/exclusive-use-stays/,verified
UK,The Castle Inn,Castle Combe,United Kingdom,Property,thecastleinn@exclusive.co.uk,,https://www.exclusive.co.uk/the-castle-inn/,https://www.exclusive.co.uk/the-castle-inn/,verified
UK,The Manor House,Castle Combe,United Kingdom,Property,themanorhouse@exclusive.co.uk,,https://www.exclusive.co.uk/the-manor-house/,https://www.exclusive.co.uk/the-manor-house/,verified
UK,Gidleigh Park,Chagford,United Kingdom,Property,info@gidleigh.co.uk,,https://gidleigh.co.uk,https://gidleigh.co.uk/information/,verified
UK,Leonardo Hotel Cheltenham,Cheltenham,United Kingdom,Property,cheltenham@leonardohotels.com,,https://www.leonardo-hotels.com,https://www.leonardo-hotels.com/cheltenham/leonardo-hotel-cheltenham/faq,verified
UK,ABode Chester,Chester,United Kingdom,Property,info@abodechester.co.uk,01244 347 000,https://abodechester.co.uk,https://www.abodehotels.co.uk/contact,verified
UK,ABode Chester,Chester,United Kingdom,Sales,events@abodechester.co.uk,01244 347 000,https://abodechester.co.uk,https://www.abodehotels.co.uk/contact,verified
UK,Leonardo Hotel Chester,Chester,United Kingdom,Property,chester_reservations@leonardohotels.co.uk,,https://www.leonardo-hotels.com,https://www.leonardo-hotels.com/chester/leonardo-hotel-chester/faq,verified
UK,Oddfellows Chester,Chester,United Kingdom,Property,reception@oddfellowschester.com,,https://oddfellowschester.com,https://oddfellowschester.com/,verified
UK,Roomzzz Chester City,Chester,United Kingdom,Property,chestercity@roomzzz.com,,https://roomzzz.com,https://roomzzz.com/contact,verified
UK,Roomzzz Chester City,Chester,United Kingdom,Sales,corporate@roomzzz.com,,https://roomzzz.com,https://roomzzz.com/contact,verified
UK,Lucknam Park Hotel & Spa,Chippenham,United Kingdom,Property,lp.spa@lucknampark.co.uk,,https://www.lucknampark.co.uk,https://www.lucknampark.co.uk/contact/,verified
UK,Lucknam Park Hotel & Spa,Chippenham,United Kingdom,Reservations,lp.reservations@lucknampark.co.uk,,https://www.lucknampark.co.uk,https://www.lucknampark.co.uk/contact/,verified
UK,Lucknam Park Hotel & Spa,Chippenham,United Kingdom,Sales,lp.events@lucknampark.co.uk,,https://www.lucknampark.co.uk,https://www.lucknampark.co.uk/contact/,verified
UK,THE PIG in the Cotswolds,Cirencester,United Kingdom,Property,reservations@thepighotel.com,0345 225 9494,https://www.thepighotel.com/in-the-cotswolds/,https://www.thepighotel.com/contact-us/,verified
UK,Ansty Hall,Coventry,United Kingdom,Property,enquiries@anstyhall.com,,https://www.exclusive.co.uk/ansty-hall/,https://www.exclusive.co.uk/ansty-hall/,verified
UK,Cowley Manor Experimental,Cowley,United Kingdom,Property,relax@cowleymanor.com,,https://www.cowleymanor.com,https://www.cowleymanor.com/contact/,verified
UK,Cowley Manor Experimental,Cowley,United Kingdom,Reservations,reservation@cowleymanor.com,,https://www.cowleymanor.com,https://www.cowleymanor.com/contact/,verified
UK,Cowley Manor Experimental,Cowley,United Kingdom,Sales,events@cowleymanor.com,,https://www.cowleymanor.com,https://www.cowleymanor.com/contact/,verified
UK,Crewe Hall,Crewe,United Kingdom,Property,crewehallhotelspa@theqhotelscollection.co.uk,,https://www.crewehallcheshire.co.uk,https://www.crewehallcheshire.co.uk/,verified
UK,Crewe Hall,Crewe,United Kingdom,Sales,events@crewehallcheshire.co.uk,,https://www.crewehallcheshire.co.uk,https://www.crewehallcheshire.co.uk/,verified
UK,The Westerwood Hotel,Cumbernauld,United Kingdom,Property,glasgowwesterwoodhotelspagolfresort@theqhotelscollection.co.uk,,https://www.thewesterwoodhotel.co.uk,https://www.thewesterwoodhotel.co.uk/,verified
UK,The Westerwood Hotel,Cumbernauld,United Kingdom,Sales,events@thewesterwoodhotel.co.uk,,https://www.thewesterwoodhotel.co.uk,https://www.thewesterwoodhotel.co.uk/,verified
UK,Leonardo Hotel Derby,Derby,United Kingdom,Property,derby@leonardohotels.com,,https://www.leonardo-hotels.com,https://www.leonardo-hotels.com/derby/leonardo-hotel-derby/faq,verified
UK,Loch Ness Lodge,Drumnadrochit,United Kingdom,Property,escape@loch-ness-lodge.com,+44 1456 459469,https://lochnesslodge.cobbshotels.com,https://lochnesslodge.cobbshotels.com/contact,verified
UK,Apex Dunblane Hydro,Dunblane,United Kingdom,Decision maker,apex.groups@apexhotels.co.uk,01786 822551,https://www.apexhotels.co.uk,https://www.apexhotels.co.uk/contact-us,verified
UK,Apex Dunblane Hydro,Dunblane,United Kingdom,Property,dunblane.reservations@apexhotels.co.uk,01786 822551,https://www.apexhotels.co.uk,https://www.apexhotels.co.uk/contact-us,verified
UK,Apex City Quay Hotel & Spa,Dundee,United Kingdom,Decision maker,apex.groups@apexhotels.co.uk,+44 1382 202 404,https://www.apexhotels.co.uk,https://www.apexhotels.co.uk/contact-us,verified
UK,Apex City Quay Hotel & Spa,Dundee,United Kingdom,Property,dundee.reservations@apexhotels.co.uk,+44 1382 202 404,https://www.apexhotels.co.uk,https://www.apexhotels.co.uk/contact-us,verified
UK,Malmaison Dundee,Dundee,United Kingdom,Decision maker,groupsdesk@malmaison.com,+44 1382 339 715,https://www.malmaison.com,https://www.malmaison.com/contact-us/,verified
UK,Malmaison Dundee,Dundee,United Kingdom,Property,reservations.dundee@malmaison.com,+44 1382 339 715,https://www.malmaison.com,https://www.malmaison.com/contact-us/,verified
UK,Gravetye Manor,East Grinstead,United Kingdom,Reservations,info@gravetyemanor.co.uk,,https://www.gravetyemanor.co.uk,https://www.gravetyemanor.co.uk/contact/,verified
UK,Gravetye Manor,East Grinstead,United Kingdom,Sales,events@gravetyemanor.co.uk,,https://www.gravetyemanor.co.uk,https://www.gravetyemanor.co.uk/contact/,verified
UK,Leonardo Hotel East Midlands Airport,East Midlands,United Kingdom,Property,eastmidlands@leonardohotels.com,,https://www.leonardo-hotels.com,https://www.leonardo-hotels.com/east-midlands/leonardo-hotel-east-midlands-airport/faq,verified
UK,100 Princes Street,Edinburgh,United Kingdom,Decision maker,malcolm@100princes-street.com,+44 131 287 3100,https://100princes-street.com,https://100princes-street.com/contact,verified
UK,100 Princes Street,Edinburgh,United Kingdom,Property,bookps@100princes-street.com,+44 131 287 3100,https://100princes-street.com,https://100princes-street.com/contact,verified
UK,100 Princes Street,Edinburgh,United Kingdom,Sales,uksales@rchmail.com,+44 131 287 3100,https://100princes-street.com,https://100princes-street.com/contact,verified
UK,Apex City of Edinburgh Hotel,Edinburgh,United Kingdom,Decision maker,apex.groups@apexhotels.co.uk,+44 131 243 3456,https://www.apexhotels.co.uk,https://www.apexhotels.co.uk/contact-us,verified
UK,Apex City of Edinburgh Hotel,Edinburgh,United Kingdom,Property,edinburgh.reservations@apexhotels.co.uk,+44 131 243 3456,https://www.apexhotels.co.uk,https://www.apexhotels.co.uk/contact-us,verified
UK,Apex Grassmarket Hotel,Edinburgh,United Kingdom,Decision maker,apex.groups@apexhotels.co.uk,+44 131 300 3456,https://www.apexhotels.co.uk,https://www.apexhotels.co.uk/contact-us,verified
UK,Apex Grassmarket Hotel,Edinburgh,United Kingdom,Property,edinburgh.reservations@apexhotels.co.uk,+44 131 300 3456,https://www.apexhotels.co.uk,https://www.apexhotels.co.uk/contact-us,verified
UK,Apex Waterloo Place Hotel,Edinburgh,United Kingdom,Decision maker,apex.groups@apexhotels.co.uk,+44 131 523 1819,https://www.apexhotels.co.uk,https://www.apexhotels.co.uk/contact-us,verified
UK,Apex Waterloo Place Hotel,Edinburgh,United Kingdom,Property,edinburgh.reservations@apexhotels.co.uk,+44 131 523 1819,https://www.apexhotels.co.uk,https://www.apexhotels.co.uk/contact-us,verified
UK,Dakota Hotel Edinburgh,Edinburgh,United Kingdom,Decision maker,reservations@edb.dakotahotels.co.uk,+44 131 319 3690,https://dakotahotels.co.uk,https://dakotahotels.co.uk/edinburgh/faqs,verified
UK,Eden Locke,Edinburgh,United Kingdom,Decision maker,askeden@lockeliving.com,+44 131 526 4190,https://www.lockeliving.com,https://www.lockeliving.com/en/help/property-information/how-do-i-contact-locke-hotels,verified
UK,Fingal,Edinburgh,United Kingdom,Property,reservations@fingal.co.uk,,https://www.fingal.co.uk,https://www.fingal.co.uk/contact-us,verified
UK,Fraser Suites Edinburgh,Edinburgh,United Kingdom,Sales,sales.edinburgh@frasershospitality.com,,https://www.frasershospitality.com,https://www.frasershospitality.com/en/united-kingdom/edinburgh/fraser-suites-edinburgh/,verified
UK,Hotel du Vin Edinburgh,Edinburgh,United Kingdom,Decision maker,groupsdesk@hotelduvin.com,+44 131 285 1479,https://www.hotelduvin.com,https://www.hotelduvin.com/contact-us/,verified
UK,Hotel du Vin Edinburgh,Edinburgh,United Kingdom,Property,reception.edinburgh@hotelduvin.com,+44 131 285 1479,https://www.hotelduvin.com,https://www.hotelduvin.com/contact-us/,verified
UK,KM Hotel,Edinburgh,United Kingdom,Property,reservations@ed.ac.uk,,https://www.uoecollection.com,https://www.uoecollection.com/hotels/km-hotel/contact-us/,verified
UK,Leonardo Hotel Edinburgh City,Edinburgh,United Kingdom,Property,edinburghcityreservations@leonardohotels.co.uk,,https://www.leonardo-hotels.com,https://www.leonardo-hotels.com/edinburgh/leonardo-hotel-edinburgh-city/faq,verified
UK,Leonardo Hotel Edinburgh Haymarket,Edinburgh,United Kingdom,Property,reservations@leonardohotels.co.uk,,https://www.leonardo-hotels.com,https://www.leonardo-hotels.com/edinburgh/leonardo-hotel-edinburgh-haymarket/faq,verified
UK,Leonardo Hotel Edinburgh Murrayfield,Edinburgh,United Kingdom,Property,edinburghmurrayfieldreservations@leonardohotels.co.uk,,https://www.leonardo-hotels.com,https://www.leonardo-hotels.com/edinburgh/leonardo-hotel-edinburgh-murrayfield/faq,verified
UK,Leonardo Royal Hotel Edinburgh,Edinburgh,United Kingdom,Property,edinburghroyal@leonardohotels.com,,https://www.leonardo-hotels.com,https://www.leonardo-hotels.com/edinburgh/leonardo-royal-hotel-edinburgh/faq,verified
UK,Malmaison Edinburgh,Edinburgh,United Kingdom,Decision maker,groupsdesk@malmaison.com,+44 131 285 1478,https://www.malmaison.com,https://www.malmaison.com/contact-us/,verified
UK,Malmaison Edinburgh,Edinburgh,United Kingdom,Property,edinburgh@malmaison.com,+44 131 285 1478,https://www.malmaison.com,https://www.malmaison.com/contact-us/,verified
UK,Motel One Edinburgh Princes,Edinburgh,United Kingdom,Property,edinburgh-princes@motel-one.com,,https://www.motel-one.com,https://www.motel-one.com/en/hotels/edinburgh/hotel-edinburgh-princes/,verified
UK,Motel One Edinburgh Royal,Edinburgh,United Kingdom,Property,edinburgh-royal@motel-one.com,,https://www.motel-one.com,https://www.motel-one.com/en/hotels/edinburgh/hotel-edinburgh-royal/,verified
UK,Point A Edinburgh Haymarket,Edinburgh,United Kingdom,Property,edinburgh@pointahotels.com,+44131 526 4500,https://www.pointahotels.com/our-hotels/edinburgh/,https://www.pointahotels.com/our-hotels/edinburgh/,verified
UK,Point A Edinburgh St Andrew Square,Edinburgh,United Kingdom,Property,edinburgh.standrew@pointahotels.com,0131 363 0050,https://www.pointahotels.com/our-hotels/st-andrew-square/,https://www.pointahotels.com/our-hotels/st-andrew-square/,verified
UK,Prestonfield Edinburgh,Edinburgh,United Kingdom,Property,events@prestonfield.com,,https://www.prestonfield.com,https://www.prestonfield.com/,verified
UK,Prestonfield House Hotel,Edinburgh,United Kingdom,Property,info@prestonfield.com,,https://www.prestonfield.com,https://www.prestonfield.com/contact-us,verified
UK,Roomzzz Edinburgh,Edinburgh,United Kingdom,Property,edinburgh@roomzzz.com,,https://roomzzz.com,https://roomzzz.com/contact,verified
UK,Roomzzz Edinburgh,Edinburgh,United Kingdom,Sales,corporate@roomzzz.com,,https://roomzzz.com,https://roomzzz.com/contact,verified
