propertyName,propertyType,city,country,address,website,sourceUrl,phone,propertyEmail,decisionMakerName,decisionMakerTitle,decisionMakerEmail,salesEmail,reservationsEmail,emailVerified,emailSource,verificationStatus,verificationMethod
Grays Court Hotel,Boutique hotel,York,United Kingdom,,https://www.grayscourtyork.com,https://www.grayscourtyork.com/contact/,,enquiries@grayscourtyork.com,,,,,,True,official_website,verified,Published on official website contact page
Middlethorpe Hall & Spa,Boutique hotel,York,United Kingdom,,https://www.middlethorpe.com,https://www.middlethorpe.com/contact/,,j.betteridge@middlethorpe.com,,,j.betteridge@middlethorpe.com,,,True,official_website,verified,Published on official website contact page
Cliveden House,Boutique hotel,Taplow,United Kingdom,,https://www.clivedenhouse.co.uk,https://www.clivedenhouse.co.uk/contact/,,spa@clivedenhouse.co.uk,,,,,,True,official_website,verified,Published on official website contact page
Chewton Glen,Boutique hotel,New Milton,United Kingdom,,https://www.chewtonglen.com,https://www.chewtonglen.com/contact/,,spa.reservations@chewtonglen.com,,,,,spa.reservations@chewtonglen.com,True,official_website,verified,Published on official website contact page
The Lygon Arms,Boutique hotel,Broadway,United Kingdom,,https://www.lygonarmshotel.co.uk,https://www.lygonarmshotel.co.uk/contact/,,membership@lygonarmshotel.co.uk,,,,,,True,official_website,verified,Published on official website contact page
The Mayfair Townhouse,Boutique hotel,London,United Kingdom,,https://www.themayfairtownhouse.com,https://www.themayfairtownhouse.com/contact/,,reservations@themayfairtownhouse.com,,,,,,True,official_website,verified,Published on official website contact page
The Mole Resort,Boutique hotel,South Molton,United Kingdom,,https://www.themoleresort.co.uk,https://www.themoleresort.co.uk/contact/,,reception@themoleresort.co.uk,,,,,,True,official_website,verified,Published on official website contact page
The Lensbury,Hotel,Teddington,United Kingdom,,https://www.lensbury.com,https://www.lensbury.com/contact/,,weddings@lensbury.com,,,,weddings@lensbury.com,,True,official_website,verified,Published on official website contact page
Nobu Hotel London Portman Square,Hotel,London,United Kingdom,,https://www.nobuhotels.com/london,https://www.nobuhotels.com/london/contact/,,ryokan@nobuhotels.com,,,,,,True,official_website,verified,Published on official website contact page
Beaverbrook,Boutique hotel,Leatherhead,United Kingdom,,https://www.beaverbrook.co.uk,https://www.beaverbrook.co.uk/contact/,,reservations@beaverbrook.co.uk,,,,,reservations@beaverbrook.co.uk,True,official_website,verified,Published on official website contact page
Cowley Manor Experimental,Boutique hotel,Cheltenham,United Kingdom,,https://www.cowleymanor.com,https://www.cowleymanor.com/contact/,,stay@cowleymanor.com,,,,,,True,official_website,verified,Published on official website contact page
The Painswick,Boutique hotel,Painswick,United Kingdom,,https://www.thepainswick.co.uk,https://www.thepainswick.co.uk/contact/,,enquiries@thepainswick.co.uk,,,,,,True,official_website,verified,Published on official website contact page
The Bell at Charlbury,Boutique hotel,Charlbury,United Kingdom,,https://www.thebellatcharlbury.com,https://www.thebellatcharlbury.com/contact/,,guest.services@thebellatcharlbury.com,,,,,,True,official_website,verified,Published on official website contact page
The Fox at Oddington,Boutique hotel,Oddington,United Kingdom,,https://www.thefoxatoddington.com,https://www.thefoxatoddington.com/contact/,,guest.services@thefoxatoddington.com,,,,,,True,official_website,verified,Published on official website contact page
Three Horseshoes Asthall,Boutique hotel,Asthall,United Kingdom,,https://www.threehorseshoesasthall.com,https://www.threehorseshoesasthall.com/contact/,,guest.services@threehorseshoesasthall.com,,,,,,True,official_website,verified,Published on official website contact page
Daylesford Stays,Boutique hotel,Cotswolds,United Kingdom,,https://www.daylesford.com,https://www.thebellatcharlbury.com/contact/,,events@daylesfordstays.com,,,,,,True,official_website,verified,Published on official website contact page
Hambleton Hall,Boutique hotel,Oakham,United Kingdom,,https://www.hambletonhall.com,https://www.hambletonhall.com/contact/,,hotel@hambletonhall.com,,,,,,True,official_website,verified,Published on official website contact page
Fischer's Baslow Hall,Boutique hotel,Baslow,United Kingdom,,https://www.fischer.co.uk,https://www.fischer.co.uk/contact/,,sales@fischer.co.uk,,,,,,True,official_website,verified,Published on official website contact page
Seaham Hall,Boutique hotel,Seaham,United Kingdom,,https://www.seaham-hall.co.uk,https://www.seaham-hall.co.uk/contact/,,hotel@seaham-hall.com,,,,,,True,official_website,verified,Published on official website contact page
Matfen Hall,Boutique hotel,Hexham,United Kingdom,,https://www.matfenhall.com,https://www.matfenhall.com/contact/,,info@matfenhall.com,,,,,,True,official_website,verified,Published on official website contact page
Cromlix,Boutique hotel,Dunblane,United Kingdom,,https://www.cromlix.com,https://www.cromlix.com/contact/,,hello@cromlix.com,,,,,,True,official_website,verified,Published on official website contact page
Isle of Eriska Hotel,Boutique hotel,Oban,United Kingdom,,https://www.eriska-hotel.co.uk,https://www.eriska-hotel.co.uk/contact/,,office@eriska-hotel.co.uk,,,,,,True,official_website,verified,Published on official website contact page
Knockinaam Lodge,Boutique hotel,Portpatrick,United Kingdom,,https://www.knockinaamlodge.com,https://www.knockinaamlodge.com/contact/,,reservations@knockinaamlodge.com,,,,,,True,official_website,verified,Published on official website contact page
Boath House,Boutique hotel,Nairn,United Kingdom,,https://www.boath-house.com,https://www.boath-house.com/contact/,,info@boath-house.com,,,,,,True,official_website,verified,Published on official website contact page
Swinton Estate,Boutique hotel,Masham,United Kingdom,,https://www.swintonestate.com,https://www.swintonestate.com/contact/,,reservations@swintonestate.com,,,,,,True,official_website,verified,Published on official website contact page
Devonshire Hotels & Restaurants,Boutique hotel,Bolton Abbey,United Kingdom,,https://www.devonshirehotels.co.uk,https://www.devonshirehotels.co.uk/contact/,,res@boltonabbeyescapes.co.uk,,,,,,True,official_website,verified,Published on official website contact page
Abode Hotels,Boutique hotel,Various,United Kingdom,,https://www.abodehotels.co.uk,https://www.abodehotels.co.uk/contact,,info@abodehotels.co.uk,,,,,,True,official_website,verified,Published on official website contact page
Dukes London,Hotel,London,United Kingdom,,https://www.dukeshotel.com,https://www.dukeshotel.com/contact/,,info@dukeshotel.com,,,,,,True,official_website,verified,Published on official website contact page
Hotel Café Royal,Hotel,London,United Kingdom,,https://www.hotelcaferoyal.com,https://www.hotelcaferoyal.com/en/contact,,concierge@hotelcaferoyal.com,,,,,,True,official_website,verified,Published on official website contact page
The Clermont,Hotel,London,United Kingdom,,https://www.theclermont.co.uk,https://www.theclermont.co.uk/contact,,stay@theclermont.co.uk,,,,,,True,official_website,verified,Published on official website contact page
The Beaumont,Hotel,London,United Kingdom,,https://www.thebeaumont.com,https://www.thebeaumont.com/contact,,concierge@thebeaumont.com,,,,,,True,official_website,verified,Published on official website contact page
Henrietta Hotel,Boutique hotel,London,United Kingdom,,https://www.henriettahotel.com,https://www.henriettahotel.com/contact,,eat@henriettahotel.com,,,,,,True,official_website,verified,Published on official website contact page
The Ampersand Hotel,Boutique hotel,London,United Kingdom,,https://www.ampersandhotel.com,https://www.ampersandhotel.com/contact,,apero@ampersandhotel.com,,,,,,True,official_website,verified,Published on official website contact page
Cheval Collection,Serviced apartment,London,United Kingdom,,https://www.chevalcollection.com,https://www.chevalcollection.com/contact,,olivia.dendle@chevalcollection.com,Olivia Dendle,,olivia.dendle@chevalcollection.com,,,True,official_website,verified,Published on official website contact page
Room2 Belfast,Boutique hotel,Belfast,United Kingdom,,https://www.room2.com,https://www.staysecondnature.com/contact,,belfast@staysecondnature.com,,,,,,True,official_website,verified,Published on official website contact page
Room2 Chiswick,Boutique hotel,London,United Kingdom,,https://www.room2.com,https://www.staysecondnature.com/contact,,chiswick@staysecondnature.com,,,,,,True,official_website,verified,Published on official website contact page
Room2 Southampton,Boutique hotel,Southampton,United Kingdom,,https://www.room2.com,https://www.staysecondnature.com/contact,,southampton@staysecondnature.com,,,,,,True,official_website,verified,Published on official website contact page
Room2 York,Boutique hotel,York,United Kingdom,,https://www.room2.com,https://www.staysecondnature.com/contact,,york@staysecondnature.com,,,,,,True,official_website,verified,Published on official website contact page
Frasers Hospitality UK,Serviced apartment,London,United Kingdom,,https://www.frasershospitality.com,https://www.frasershospitality.com/en/contact-us/,,feedback@frasershospitality.com,,,,businessdevelopment@frasershospitality.com,,True,official_website,verified,Published on official website contact page
Frasers Hospitality UK,Serviced apartment,Various,United Kingdom,,https://www.frasershospitality.com,https://www.frasershospitality.com/en/contact-us/,,stayexperience@frasershospitality.com,,,,,,True,official_website,verified,Published on official website contact page
Viridian Apartments,Serviced apartment,London,United Kingdom,,https://www.viridianapartments.com,https://www.viridianapartments.com/contact/,,help@viridianapartments.com,,,,,,True,official_website,verified,Published on official website contact page
The Rubens at the Palace,Hotel,London,United Kingdom,,https://www.rubenshotel.com,https://www.rubenshotel.com/contact/,,concierge@rubenshotel.com,,,,,,True,official_website,verified,Published on official website contact page
The Montague on the Gardens,Hotel,London,United Kingdom,,https://www.montaguehotel.com,https://www.montaguehotel.com/contact/,,concierge@montaguehotel.com,,,,,,True,official_website,verified,Published on official website contact page
The Chesterfield Mayfair,Hotel,London,United Kingdom,,https://www.chesterfieldmayfair.com,https://www.chesterfieldmayfair.com/contact/,,concierge@chesterfieldmayfair.com,,,,,,True,official_website,verified,Published on official website contact page
Egerton House Hotel,Boutique hotel,London,United Kingdom,,https://www.egertonhousehotel.com,https://www.egertonhousehotel.com/contact,,dsparrow@egertonhousehotel.com,,,,,,True,official_website,verified,Published on official website contact page
The London EDITION,Hotel,London,United Kingdom,,https://www.editionhotels.com/london,https://www.editionhotels.com/london/contact/,,eh.loneb.events@editionhotels.com,Dan Drake,,dan.drake@editionhotels.com,,,True,official_website,verified,Published on official website contact page
Point A Hotels,Hotel,Various,United Kingdom,,https://www.pointahotels.com,https://www.pointahotels.com/contact/,,groups@pointahotels.com,,,,sales@pointahotels.com,,True,official_website,verified,Published on official website contact page
St Pancras Hotel Group,Hotel,London,United Kingdom,,https://www.stpancrashotel.com,https://www.stpancrashotel.com/contact/,,info@stpancrashotelgroup.com,,,,,,True,official_website,verified,Published on official website contact page
Iconic Luxury Hotels,Boutique hotel,Various,United Kingdom,,https://www.iconicluxuryhotels.com,https://www.iconicluxuryhotels.com/contact/,,info@iconichotelsresorts.com,,,,,,True,official_website,verified,Published on official website contact page
The Wild Rabbit,Boutique hotel,Kingham,United Kingdom,,https://www.thewildrabbit.co.uk,https://www.daylesford.com/contact/,,guest.services@thewildrabbit.co.uk,,,,,,True,official_website,verified,Published on official website contact page
